project_id,uid,project_name,abstract,conclusion,achievement,certificate,certificate_level,create_at
97,187,参加国家级大创项目《IROOM-室内环境检测系统》,根据不同的场景，设计APP智能控制污染提醒等功能。公用模式下所有报警阈值提前设置，当可燃气体、有毒气体、PM2.5浓度或者噪音分贝达到设定值时，系统会自动启动对应的语音提醒用户。私用模式下可使用APP控制，装置直接以趣味化的语音或亮灯的方式提醒他人请勿吸烟或保持安静,申报成功,申报成功,public/img/stu/187/project/187_b1de6214.jpeg,省市级,2019/9/13 6:46
99,187,参加互联网+比赛《L·R城市雨水回收系统》,考虑到车行道路和人行道路路面雨水受污染程度不同，将雨水收集分为两部分， 人行道路雨水利用半封闭蓄水区进行收集，对于车行道路雨水，考虑雨水分时段的受污染程度，利用雨水分流区将雨水分割为初雨和后期雨水，能够大幅降低去污剂使用量，节能环保，最大限度对雨水再利用。,城市雨水回收系统刻不容缓。,已申报,public/img/stu/187/project/187_c5e38cd3.jpeg,省市级,2019/9/13 7:05
100,187,《保护生态文明——武汉市环境问题的调查与改善》,为了分析并改善武汉市环境，我作为队长带领队员以实地考察和采访的方式对武汉市内具有代表性的9个不同风格的区域进行了社会调查：武汉市黎黄陂路、地大东区东门与华科西北门之间地带、光谷、中南路、中南一路、地大北街、户部巷、江汉路、东湖磨山风景区。,保护生态环境刻不容缓。,通过调查，当地市民保护环境的意识大大提高,,其他,2019/9/13 7:07
101,129,新能源汽车座椅材质优化设计及舒适度评估体系构建研究,项目旨在从工业设计学科角度出发，以新能源汽车座椅为研究对象，利用TACTILUS系统测量它的力学性能和人体压力分布情况，运用工效学负荷理论对“人”的乘坐舒适度进行量化和评估，完成对不同材质座椅的舒适度研究分析，从而构建面向新能源汽车的乘坐舒适度评估模型。,结合主观舒适度评价与客观数据分析得出PP棉与海绵是较好的坐垫材质,论文与座椅模型,,省市级,2019/9/13 7:39
102,74,中国青少年外部依存性自尊的测量、发展及其作用机制,构念并测量本土化的青少年外部依存性自尊量表，并探究外部依存性自尊的发展及其对负性情绪的作用机制。,整体自尊在中国青少年外部依存性自尊与消极情绪之间存在显著中介作用,顺利结项并获得“良好”的成绩，并于2018年参与发表了两篇中国心理学会第二十一届全国心理学学术会议的口头报告的文章。另有一篇文章获得了京师杯三等奖。,public/img/stu/74/project/74_d197bec9.png,其他,2019/9/13 7:57
103,207,“新道杯”黑龙江省大学生创业经营模拟大赛,比赛介绍：利用用友ERP系统，模拟经营一家制造业企业，根据企业所有者权益计算总成绩。 ·主要工作：预估市场（参赛对手）的需求和规模，编制企业销售计划；编制生产计划，铺设生产线，整个过程做到按需生产 ，产线无闲置；采购原材料，做到原材料能满足生产需要且无库存,竞赛获奖,团体三等奖,public/img/stu/207/project/207_42716eac.jpeg,省市级,2019/9/13 7:58
104,207,黑龙江省“企业价值创造实战”财会竞赛,·比赛介绍：模拟经营一家股份公司，根据给出的实体企业静态案例，填充给定的财务分析报告。 ·主要工作：投资选址，铺设销售渠道，制定销售政策，制定广告投放策略；根据给定企业的财务报告，计算盈利比率、运营 比率、杠杆比率、流动比率、收益率比率等财务比率。 ,竞赛获奖,团体三等奖,public/img/stu/207/project/207_b4568dd3.jpeg,省市级,2019/9/13 7:59
105,214,山丹继代培养试验,山丹继代培养试验，在培养基上接入山丹小鳞茎无菌苗，取培养了不同时间的材料，采用ELISA，用全自动酶标仪测定小鳞茎内吲哚乙酸、脱落酸、玉米素核苷、赤霉素含量变化,IAA/ABA比值与ZA/IAA的比值呈负相关,在《河北农业大学学报》（核心期刊）发表论文《不同外源激素对山丹继代培养过程中内源激素的影响》,,其他,2019/9/13 8:37
106,214,遮阴对玻璃苣光合特性的影响试验,以玻璃苣为试材，设置全光照、30%、50%、70% 4 个不同的遮阴处理，对其叶绿素含量、光合特性、光响应曲线及荧光参数进行相关研究。,玻璃苣适宜生长在遮阴30% 的光照条件。,在《河北农业大学学报》（核心期刊）发表论文《遮荫对玻璃苣光合特性的影响》,,其他,2019/9/13 8:39
107,214,暴马丁香花粉萌发试验,以暴马丁香新鲜花粉为试材采用离体培养方法，通过正交设计研究影响暴马丁香花粉萌发的因素，筛选适宜花粉萌发的培养基。,对暴马丁香花粉萌发影响的主次关系依次为硼酸、氯化钙、蔗糖和pH值。,在《林业与生态科学》（省级期刊）发表论文《暴马丁香花粉萌发适宜培养基的筛选》。,,其他,2019/9/13 8:50
108,214,模拟酸雨对草坪草影响试验,以多年生黑麦草、高羊茅、匍匐剪股颖、草地早熟禾等４种草坪草为试验材料，采用不同ｐＨ（ｐＨ＝３、ｐＨ＝４、ｐＨ＝５）的模拟酸雨处理，对其叶片形态、伤害指标、保护酶活性及渗透调节物质含量等指标进行测定，并用模糊数学隶属度进行综合评价。,对酸雨抗性能力排序是高羊茅>多年生黑麦草>匍匐剪股颖>草地早熟禾。,在《林业与生态科学》（省级期刊）发表论文《模拟酸雨对4种草坪草幼苗生理特性影响》。,,其他,2019/9/13 8:54
109,184,农林高校大学生创新创业意愿及行为调查研究,从实证分析的角度，选取了多所具有代表性的农林高校在校学生，对其创新意愿和行为进行调查，并运用SPSS23.0和AMOS24.0统计分析软件建立结构方程模型，在探索性因子分析基础上探究农林高校大学生参与创新活动意愿及行为的现状和影响因素。,农林高校学生创新创业意识总体来说较薄弱。,一篇调研报告，两篇项目论文均已发表。,public/img/stu/184/project/184_d67a3b9f.png,其他,2019/9/13 8:59
110,217,《基于青年人偏好的城市园林植物景观的因子分析》,采用问卷调查和因子分析的方法，对青年人所关注的园林植物景观因子进行研究，提取并命名了五个青年人关注的园林植物景观营造的因子，研究结果可为设计符合青年人需求的城市园林植物景观提供一定的理论指导。,归纳、提取并命名5个青年人关注的园林植物景观营造的因子。,我以第一作者撰写的论文被核心期刊《中国园林》收录。,public/img/stu/217/project/217_eef62775.jpeg,其他,2019/9/13 9:02
111,184,重点国有林区“改革监测”社会调查,通过电话调查对国有林区百姓的真实工作生活状况进行了解，以及停伐对其生活的影响。,国有林区百姓生活状况整体来说不是很理想，停伐对百姓生活影响不大。,被评为“社会实践先进个人”。,public/img/stu/184/project/184_2b295d8c.jpeg,国家级,2019/9/13 9:07
112,217,《徽州地区的水口园林特点》,徽州水口园林是徽州园林中的重要组成部分，通过对许村、呈坎、宏村的水口园林进行分析，结合徽州人文民俗进行总结，得出徽州水口园林的设计特点和应用的造景手法。,总结出四点水口园林的设计手法，以及对三个村落的水口园林进行对比。,我以第一作者撰写的论文被SCD期刊《大众文艺》收录,public/img/stu/217/project/217_c72be788.jpeg,其他,2019/9/13 9:09
113,184,黑龙江省科技工作者创新创业态度研究,我们选取了哈尔滨市和大庆市的科技工作者为代表，对其进行深度访谈和问卷调查，了解其工作和生活现状，以及对创新创业的态度。,黑龙江省科技工作者生活和工作较安逸，对创新创业的积极性不高。,撰写了一篇调研报告，一篇项目论文。,public/img/stu/184/project/184_31bfb386.jpeg,其他,2019/9/13 9:12
114,217,《徽商大宅院的园林景观特点与现状保护》,通过对徽商大宅院的园林景观特点进行分析，体现出徽州宅院的独特魅力以及人文民俗。同时对其保护现状进行调查，指出其保护措施不够完善之处，希望能够唤起人们对宅院的保护意识。,宅院园林面积虽小，但空间变化丰富，布局十分讲究风水。,我以第一作者撰写的论文被SCD期刊《大众文艺》收录。,public/img/stu/217/project/217_2474a582.jpeg,其他,2019/9/13 9:14
115,217,《浅析江南园林的园林工程特点》,本文主要以扬州瘦西湖和个园、镇江西津渡、以及南京瞻园为考察对象，研究其园林工程中涉及到的假山、水景、建筑、铺装、排水设施等元素的施工特色，此外对江南园林整体的规划布局也有所阐述。 ,江南园林施工更为精细巧妙，而且施工人员要能够灵活应变，具有美感。,我以第一作者撰写的论文被SCD期刊《艺术科技》收录。,public/img/stu/217/project/217_79e0f029.jpeg,其他,2019/9/13 9:18
117,231,农村土地产权对农户基本社会保障和收入的影响,主持国家级大创,农村土地产权能够对农户基本社会保障起到补充作用,顺利结题，完成论文《农村土地产权对农民基本社会保障和收入的影响——以北京市为例》一篇，计划投稿核心期刊《林业经济》,,国家级,2019/9/14 3:13
118,231,土地承包经营权流转对农民林业经营效率的影响研究,参与市级大创项目《产权制度变迁下的土地承包经营权流转对农民林业经营效率的影响研究——以辽宁省为例》,稳定的土地承包经营权利于农民林业经营效率的提高,项目正在有条不紊地进行中,,省市级,2019/9/14 3:15
119,231,林业碳汇交易对森林价值实现的影响,参与校级大创项目《林业碳汇交易对森林价值实现的影响》,林业碳汇交易有利于森林生态、社会、经济价值的提高,项目正在有条不紊地进行中,,其他,2019/9/14 3:16
