project_id,uid,project_name,abstract,conclusion,achievement,certificate,certificate_level,,,,,,,,,
161,306,印象管理策略和面孔特征对印象形成的影响,在面试中，形成良好的第一印象对应聘结果具有决定性作用。其中，应聘者主动采取的印象管理策略与其展现热情与能力的水平对第一印象的形成尤为重要。本研究从印象管理与刻板印象内容模型出发，结合反向相关的面孔分类技术，具体探究人们对不同学科教师的印象特点，并模拟面试情境与对就职教师进行调研，了解面试中的因素如何影响教师应聘结果，最终对应届师范生面试中提升自我形象进行指导。,人们对于语文和数学教师面孔印象的差异显著，语文教师更友善，数学教师面孔更有能力。塑造第一印象时，采用保护性个人呈现策略更有效。,论文《印象管理策略和面孔特征对印象形成的影响——以应聘语文、数学教师为例》,1537244910,国家级,,,,,,,,,
164,150,“桦川县道路景观设计”,设计中考虑了调研的问题，增加了植物的应用、居民获得区域和浏览区域,调查研究发现，存在主路两侧植物种类单一，缺少市民活动的公共空间，景观设施不足等问题，同时县城主题不突出，城市聚合力较弱。,方案图一套,,,,,,,,,,,
167,150,国家级创新项目“景天的区域应用设计”,该项目先是从根本上研究景天的生理特性，然后应用于实际造景中,景天的耐寒性较好，在设计时可做前景、衬景，设计时要考虑其最佳观赏期,中文核心期刊《不同基质和扦插处理对四种地被景天扦插生根的影响》省级期刊《现代城市居住小区的园林景观设计》、《探析地被花卉类植物景观应用》,,,,,,,,,,,
168,334,南京林业大学大学生创新训练计划项目,主持南京林业大学大学生创新训练计划项目《南京市美丽乡村绿化树种的选择与配置模式研究》，于今年6月结题。本项目采用基础数据分析方法和SBE景观评价方式，以南京市五区的11个村庄为例，分析乡村绿化建设中树种的选择应用和配置状况，得出了南京市乡村绿化建设整体较好的结论，总结了南京市美丽乡村建设中绿化树种选择及应用应该遵循的规律和原则，为今后的美丽乡村建设提供切实可行的理论依据和实践参考。,南京市乡村绿化建设整体较好，但各类绿地仍均出在存在一定的提升空间；不同类型村庄的绿化水平不同，应根据其自身特点进行植物景观设计。,论文《南京市美丽乡村绿化树种的选择与配置模式研究》（本人为第二作者）论文《南京市乡村庭院绿化植物的选择与配置模式探析》（第一作者，已录用）,1537246486,,,,,,,,,,
169,150,“东北农业大学杂树林规划改造”课题研究,在规划设计中，我们应用了“园艺疗法”的概念，合理设计了场地，使得场地功能区分明，植物种植更加协调,该地因光照差，植物长势不好，且由于设计不符合人体工程学，很多区域的利用率极低,省级论文《低碳风景园林营造的功能特点探讨》 ,1537246717,省市级,,,,,,,,,
170,150,“东北林业大学家属区改造”课题研究,设计中主要是考虑特殊的地理位置-哈尔滨，少做水、多体现冰城文化。,该地住宅区过多，遮阴区域大，景观效果差,省级论文  《浅谈居住小区外环境景观设计—一哈尔滨为例》,,省市级,,,,,,,,,
171,334,小花园设计与营建竞赛,作为负责人参加南京林业大学2018年“博大园林”小花园设计与营建竞赛，本次主题为“花之剧场”，本组作品为《韵育》，旨在创造一个富有生命力的、以花卉为媒介暗示生命的下一个状态——破茧而出的小花园。,,二等奖,1537247185,,,,,,,,,,
173,150,“营口炼油厂改造”课题研究,在设计中要对工业遗留物进行处理，或保留，或拆除，在设计中体现工业文化。,该地是炼油厂，在设计时要考虑其对景观营造的弊处,省级论文  《浅谈居住小区外环境景观设计—一哈尔滨为例》,,,,,,,,,,,
174,322,省级大学生创新创业训练计划 项目申报表,本项目选择已退化的人工湿地为研究对象，构建新的人工湿地植物群落，并研究人工湿地群落对湿地的生态恢复机理、对生态效益的恢复效果评价。主要通过对湿地植物进行科学的景观组合，形成不同的植物群落，将其植入到退化湿地不同生境，以期筛选出生态效益最佳的湿地不同植物群落，对退化湿地植物景观进行恢复性设计。达到在恢复湿地生态环境的同时实现湿地植物的景观价值。,尚未结题，有待发表论文。,通过对合肥人工湿地植物群落构建的现状调查研究，采用实地调查的方式，对合肥周边湿地的植物种类、湿地植物生长介质、人工湿地植物栽培介质、景观效果等进行调查。立足于现有湿地植物群落的动态变化，提出更好的群落构建模式。,1537248023,省市级,,,,,,,,,
175,481,2018年美国大学生数学建模竞赛,2018年参加美国大学生数学建模竞赛及科研训练，担任队长，负责建模，论文写作及翻译。,完成论文,完成论文《Out of Gas and Driving on Electric》，获国家二等奖。,1537249218,国家级,,,,,,,,,
177,284,全国大学生生命科学竞赛,对近年来有关植物对氮素的吸收及释放方面的研究进行了详细的综述。从植物对氮素吸收的机制、影响植物氮素吸收的环境因子（温度、光照、降水和 PH）和生物因子（植物根系、植物内源激素、根际微生物）以及植物群落特征对氮循环的影响三个方面进行了总结，旨在通过了解植物对氮素的吸收的机制以及影响因素，通过后期实验筛选出高效固定氮素的植物类群，从而达到缓解温室效应这一目的。,黄河河漫滩水中的氮素会流失，可能转化为气体，增加大气中的温室效应，也可能转化为离子形态的氮素被植物固定,黄河湿地氮素的含量主要在于植被的数量生长、以及土层的厚度。一方面，植被的数量越多，河滨湿地中含N物质越多养分也就越多，也就越有利于植物的生长，由于植物生长的不同阶段对氮素有不同的利用方向，也增加了湿地中氮素存在形式的多样性及循环。另一方面，由于植物对外源N的利用，且对氮源的种类的利用没有显著的差异，因而增加了浅表土壤有效氮的含量，更有利于湿地土壤对氮素的贮存。,1537249338,国家级,,,,,,,,,
179,481,第7届POCIB全国外贸从业能力大赛,参加2017-2018赛季（春季赛）第7届POCIB全国外贸从业能力大赛,完成竞赛,2017-2018赛季（春季赛）第7届POCIB全国外贸从业能力大赛个人三等奖,1537249464,省市级,,,,,,,,,
180,481,2017年全国大学生英语竞赛C类,参加2017年全国大学生英语竞赛C类,完成竞赛,2017年全国大学生英语竞赛C类三等奖,1537249564,省市级,,,,,,,,,
181,483,大学生创新创业训练计划项目,本项目基于鸟粪石结晶沉淀法对黑臭水体氮元素的去除特性。通过查阅相关文献、收集资料确定黑臭水体中后各个元素的分布及存在形式，后采集城市黑臭水体样本进行常规指标测试，并进行黑臭水中氮离子转化实验、鸟粪石最佳晶形吸附测定实验、鸟粪石成粒最适条件测定实验，从而得出消解黑臭水中消解氮元素的最佳鸟粪石结晶沉淀法。,未结题,专利：一种载镁的酸改性膨胀蛭石复合吸附材料的制备方法及其应用（已受理）,,省市级,,,,,,,,,
182,483,本科生优秀毕业论文培育计划项目,探明并制备改性效果最好的海泡石，并探索能于改性后的海泡石复合后吸附效果最好的絮凝剂进行制备，采用芜湖市柏庄时代广场旁的黑臭水体作为原水进行吸附试验，通过测定水样处理前后各项物化指标的变化，来探究处理效果的好坏；通过扫描电镜等技术进行表征，来探究吸附性能的好坏，进一步对复合海泡石吸附剂进行总结评价。,未结题,国家发明专利：一种复合吸附材料的制备方法及其应用（已受理）,,,,,,,,,,,
183,482,软件著作权,在大三期间学习树木学植物学的阶段，经过学习与合作，完成该软件著作权。,,园林艺术设计规划平台软件著作权第一作者登记人,1537251365,国家级,,,,,,,,,
184,482,软件著作权,在大三期间学习树木学植物学的阶段，经过学习与合作，完成该软件著作权。,,风景园林图像展示平台软件著作权第一作者登记人,1537251515,国家级,,,,,,,,,
185,262,方捆机造型设计,为高唐绿荫环保科技有限公司设计方捆机外观，并计划在今年北京农机展展出,,正在进行中,,,,,,,,,,,
187,262,圆捆机造型设计,为呼伦贝尔蒙拓农机科技股份有限公司设计圆捆机外观,,正在进行中,,,,,,,,,,,
188,482,第三届中国“互联网+”大学生创新创业大赛,《“梦圆”项目》,,第三届中国“互联网+”大学生创新创业大赛广西大学选拔赛铜奖,1537251994,,,,,,,,,,
189,262,2018第七届全国青年创客工作营,设计工作营,,设计出一款电子相框,,,,,,,,,,,
190,262,全国3D大赛11周年精英联赛,设计比赛,,内蒙古赛区二等奖,,,,,,,,,,,
191,262,全国大学生工业设计大赛,设计比赛,,内蒙古赛区优秀奖,,,,,,,,,,,
193,371,“智能共享猫箱”―全新的toB快递柜,共享猫箱是一家师生共创，励志于变革传统城市配送格局，打造全新高品质配送服务的项目组，以“成为城市的新动脉，成为商家服务的标配”为目标，旨在解放物流生产力，解放都市消费力，创造物流新品质。本项目组通过全面整合技术、物流与供应链，制作了一套完整的企业端同城零担运输配送解决方案，并且相应的添加了智能的互联网元素，首次实现了集约化的配送平台，让目标客户有了智能高效协同的极致前端服务体验。,,已投入实践并在第四届中国“互联网+”大学生创新创业大赛中获奖,1537253045,省市级,,,,,,,,,
195,242,儿童早期双语阅读的研究与实践,借鉴国外儿童分级阅读先进建设管理经验，探索儿童双语分级阅读并为我国建立完善儿童双语分级阅读体系提供实践经验；研究儿童分级阅读对儿童阅读能力的提高以及对儿童自身美好品格的塑成的影响；探索儿童双语分级阅读在中国商业化的可行性与可行之路。,目前我国对于这方面的研究仍欠缺，儿童双语阅读市场存在巨大商机,结题论文,,,,,,,,,,,
196,334,“稻草景观”设计与营建竞赛,参加南京林业大学2016年“稻草景观”设计与营建竞赛，该竞赛要求以稻草为主要材料，辅以竹、木板等，来营建既具特色又能展现乡村风貌的景观小品。我们小组的题目是“乡野屏风——2n种机理的产生”，摒弃将结构作为设计重点的寻常想法，着重从稻草、竹子等材料的质感与肌理出发进行设计，分析当地村民的喜好，通过不同材料的多种编织方式来展现乡村特色，提供能够满足村民的较长时间观赏的景观小品。,,二等奖,1537254832,,,,,,,,,,
198,258,北方园林中花境的应用,从花境的概念入手，并将花境从植物材料、应用场景、观花特性多方面进行分类；介绍了北方园林中花境植物材料选择的原则及常用植物；详细介绍花境在北方园林中的应用。,我国有着丰富的花境植材，花境也有着广泛的景观、园林应用空间。根据花境自身特点来看，它们的运用还有进一步提升的空间。,Miao,,,,,,,,,,,
