,uid,project
1225,919.0,2019年挑战杯·课外学术作品竞赛国家级三等奖（获奖结果刚刚出来，暂时无证书，可复试时提交学校提供的获奖证明）国家级
1226,919.0,2019年互联网加河南省特等奖省市级
1227,919.0,2018年互联网加河南省三等奖省市级
1228,919.0,2019年第五届全国移动互联创新大赛总决赛河南省三等奖省市级
1229,919.0,2018年全国大学生创新创业训练计划 校级立项其他
1230,919.0,香港中文大学暑期交流（公派）优秀学员其他
1231,919.0,英国保诚企业实训优秀学员其他
1232,919.0,河南大学暑期三下乡社会实践先进个人优秀项目，暑期社会实践先进个人其他
1233,920.0,基于地铁与公交换乘间导向标识系统的设计创新国家级期刊论文发表 设计项目方案国家级
1234,920.0,地铁与公交换乘导向标识系统研究以北京西直门地区为论文一篇国家级
1235,921.0,近期主要国家跨境电商进口税收政策调整及其影响刊登于贸易经济类核心期刊《商业经济研究》2019年第15期。国家级
1236,921.0,数字经济背景下我国税收政策及管理完善建议文章刊登于全国中文财政类核心期刊《国际税收》2019年第三期国家级
1237,922.0,nannannan
1238,923.0,nannannan
1239,924.0,nannannan
1240,925.0,nannannan
1241,926.0,nannannan
1242,927.0,nannannan
1243,928.0,nannannan
1244,929.0,nannannan
1245,930.0,nannannan
1246,931.0,nannannan
1247,932.0,nannannan
1248,933.0,nannannan
1249,934.0,蔷薇科植物病原菌壳囊孢属的分类学研究已在《IMA Fungus》期刊投稿SCI一篇，题为《Cytospora species associated with canker and dieback disease of Rosaceae in China》省市级
1250,934.0,中国青海云杉上的壳囊孢属病害Cytospora piceaenannan
1251,934.0,不同类别种子的种胚耐脱水特性的比较研究以第二作者发表CSCD一篇，题为《油脂类与淀粉类种子的耐脱水特性比较》省市级
1252,935.0,nannannan
1253,936.0,nannannan
1254,937.0,土壤-凋落物界面微生物和酶对不同碳源氮源处理的响应已基本完成文章初稿1篇。国家级
1255,938.0,nannannan
1256,939.0,《论中西方平面设计表现形式的差异》在《艺海》期刊2019年第5期 发表。国家级
1257,940.0,nannannan
1258,941.0,nannannan
1259,942.0,nannannan
1260,943.0,北京大学中国企业创新创业调查共访问50家企业，完访率25%国家级
1261,943.0,几种桂花精油的提取及其在新功能白酒中的应用已配制出最优条件下的桂花酒产品省市级
1262,944.0,挑战杯课外学术科技作品竞赛完成1篇论文，并发表于《外文科技期刊数据库（文摘版）经济管理》2019年4月版其他
1263,944.0,学年论文：互联网企业知识型员工激励问题研究完成1篇论文，并发表于《信息周刊》2019年第30期其他
1264,945.0,nannannan
1265,946.0,基于游客感知的文化遗产旅游价值评价及活化研究1.基于游客体验视角的文化遗产旅游价值评价及活化研究报告2.故宫和天坛活化策略建议书其他
1266,947.0,nannannan
1267,948.0,雄安三县的语言景观之城市映像一篇论文国家级
1268,948.0,雄安新区水污染的联合防治机制构建92页的调研报告和41页附件省市级
1269,949.0,nannannan
1270,950.0,nannannan
1271,951.0,对外经济贸易大学科研立项完成《财经类大学就业焦虑与跟风现象关联性分析—以对外经济贸易大学为例》，顺利结项其他
1272,952.0,全国大学生创新创业大赛申请专利，国家级立项国家级
1273,953.0,基于SERVQUAL和SQ模型的生鲜农产品冷链物流服务质量现已完成中期审查报告。国家级
1274,953.0,小蘑菇，大产业——特色食用菌产业助力精准扶贫参与第四届“互联网+”大学生创新创业大赛，作品《小蘑菇，大产业——特色食用菌产业助力精准扶贫》获得国家级铜奖。国家级
1275,953.0,民生保障”战略背景下青岛市旅游保险发展机遇与挑战探参与“中国大学生保险责任行暑期社会调查竞赛”并撰写了《“民生保障”战略背景下青岛市旅游保险发展机遇与挑战探究》调研报告，获得国家级二等奖。国家级
1276,954.0,土壤-掉落物界面微生物和酶对不同碳源氮源处理的响应已基本完成文章初稿1篇国家级
1277,955.0,nannannan
1278,956.0,nannannan
1279,957.0,高温专用服装优化分析运用微分方程，多元回归等方法，在约束条件下得到最优服装厚度。国家级
1280,958.0,nannannan
1281,959.0,nannannan
1282,960.0,nannannan
1283,961.0,nannannan
1284,962.0,nannannan
1285,963.0,nannannan
1286,964.0,nannannan
1287,965.0,nannannan
1288,966.0,nannannan
1289,967.0,nannannan
1290,968.0,nannannan
1291,971.0,nannannan
1292,972.0,基于温榆河水质污染特征对水生植物及其组合的水质净化项目正在进行其他
1293,973.0,几种新优彩叶树种的繁殖与应用研究经过前期资料收集的准备阶段，进行扦插繁殖与播种繁殖，获得苗木规模化生产的最佳方案，为苗木生产及推广应用提供技术基础。同时通过实地勘探与植物景观评价体系的构建，对彩叶树种群落的景观进行评价和应用设计，最终实现对彩叶树种的推广应用。省市级
1294,974.0,农村土地产权对农户基本社会保障与收入的影响结题合格，完成论文《农村土地产权对农民基本社会保障与收入的影响——以北京市为例》一篇国家级
1295,974.0,林业碳汇交易对森林价值实现的影响项目正在有条不紊开展中其他
1296,974.0,土地承包经营权流转对农民林业经营效率的影响研究项目正在有条不紊开展中省市级
1297,975.0,nannannan
1298,976.0,基于Mapping的北京老城社区绿色微更新途径研究校级立项，正在进行，尚未结题省市级
1299,977.0,蝴蝶兰花瓣蜡质形成的生理基础和相关基因的克隆正在试验，尚未结题，结论暂无省市级
1300,978.0,nannannan
1301,979.0,nannannan
1302,980.0,nannannan
1303,981.0,nannannan
1304,982.0,nannannan
1305,983.0,nannannan
1306,984.0,蔷薇属植物叶片结构对黑斑病抗病性影响实验报告（暂未结题）国家级
1307,985.0,nannannan
1308,986.0,nannannan
1309,987.0,nannannan
1310,988.0,三种香水月季花香代谢关键基因的探究预计明年三月结题，发表论文一篇省市级
1311,989.0,nannannan
1312,990.0,nannannan
1313,991.0,nannannan
1314,992.0,nannannan
1315,993.0,nannannan
1316,994.0,nannannan
1317,995.0,nannannan
1318,996.0,nannannan
1319,997.0,nannannan
1320,998.0,nannannan
1321,999.0,nannannan
1322,1000.0,nannannan
1323,1001.0,nannannan
1324,1002.0,nannannan
1325,1003.0,nannannan
1326,1004.0,nannannan
1327,1005.0,nannannan
1328,1006.0,nannannan
1329,1007.0,nannannan
1330,1008.0,nannannan
1331,1009.0,nannannan
1332,1010.0,nannannan
1333,1011.0,nannannan
1334,1012.0,nannannan
1335,1013.0,nannannan
1336,1014.0,nannannan
1337,1015.0,nannannan
1338,1016.0,nannannan
1339,1017.0,大学生创新训练项目（1）完成基于 Arduino 的智能交互灯具设计的模型的设计与制作；（2）创新课题结题报告 1 份；3）申请一项专利省市级
1340,1017.0,中国科学技术大学设计创新联合项目安徽大学互联网+大赛优秀奖，盲人导盲设备的实体模型其他
1341,1018.0,《静宁县政策性农业保险实施中存在的问题及对策研究》发表论文《静宁县政策性农业保险实施影响因素研究》其他
1342,1018.0,甘肃农业大学管理学院人文素养工程科研助理暂未结项其他
1343,1019.0,nannannan
1344,1020.0,弹性景观视角下对城市历史河道复育的研究——以北京万绘制万泉河地区调研图及现状分析图；辑录实践记录、实践访谈录，撰写社会调研总结报告一份；建立微信公众号等新媒体宣传平台；制作宣传展板、海报及明信片等；开展交流会，展示项目研究成果其他
1345,1021.0,农户对天然林停伐生态补偿的认知与受偿意愿分析结合调研数据得出应建议加强宣传政策、提高补偿标准、完善林地不动产证的发放、促进林业贷款、发展碳汇林、放宽林地流转条件、扩大天然林林下资源经营权限，弥补农户放弃经营天然林的机会成本，以期提高农户经营林地的积极性，提高政府提供的补偿与林农需求之间的匹配程度。国家级
1346,1022.0,“社会网络”视角下的古村落保护研究—以灵水村为例nannan
1347,1023.0,历史街区居民空间认知与行为关系的探讨--南锣鼓巷为例研究论文1篇；认知图册1本；居民信息数据库1个；居民认知及行为路径空间数据库1个；《小视角大南锣》社区认知画册1份；南锣鼓巷十年变迁对比明信片10份；北京绿廊2020成果展板1板；纪录视频剪辑1份；四名汇智“名城保护的智力众筹”主题公益故宫展览证书其他
1348,1024.0,nannannan
1349,1025.0,乡村振兴背景下新型农村合作金融发展的现实障碍与破解未结题国家级
1350,1026.0,区域昆虫科普新方法——以北京林业大学校内昆虫为例线上科普网站 北京林业大学昆虫识别手册 国家级
1351,1027.0,nannannan
1352,1028.0,《自媒体对旅游景区的营销效应及提升策略研究—以抖音2019.08年完成论文《网红目的地怎么红？——基于旅游目的地抖音短视频营销的蜂窝模型构建》，在投，一作；nan
1353,1029.0,土壤真菌群落对连栽尾叶桉人工林的响应获得2019年全国桉树产业发展暨学术研讨会会议论文二等奖国家级
1354,1031.0,nannannan
1355,1033.0,nannannan
1356,1034.0,市民化进程中的新生代农民工职业选择研究项目进行中国家级
1357,1035.0,基于“行为mapping”的北京历史街区更新意向调研项目论文一篇；课题报告一本；图纸一套；访谈录四组；项目成果图集、明信片若干；影视资料两套。其他
1358,1035.0,轮椅上的乡愁活动成果总结册一份；图纸一套；访谈录；影视资料一组。其他
1359,1035.0,南锣鼓巷建筑附属社会信息对其保护更新状态的影响分析实践论文、报告；实践成果图集、明信片若干、微信公众号推送；影视资料。其他
1360,1036.0,nannannan
1361,1037.0,nannannan
1362,1038.0,尾叶紫薇病毒诱导基因沉默(VIGS)研究nannan
1363,1039.0,nannannan
1364,1040.0,nannannan
1365,1042.0,nannannan
1366,1043.0,“第四届全国大学生能源经济学术创意大赛”研究成果本研究报告在“第四届全国大学生能源经济学术创意大赛”中荣获“团队三等奖”省市级
1367,1043.0,北京市大学生科学研究与创业行动计划项目在北方工业大学2018北京市大学生科学研究与创业行动计划项目评比中荣获二等奖其他
1368,1044.0,nannannan
1369,1045.0,nannannan
1370,1046.0,导致中国蓝莓枝枯病的Macrophomina vaccinii的研究nannan
1371,1046.0,针叶树葡萄座腔菌科真菌种类鉴定初步鉴定得色二孢属（Diplodia）菌株25份。其他
1372,1046.0,东北大小兴安岭菌物资源调查数据汇总共得菌株502份，共计26科46属，其中数量最多的为茎点霉属（Phoma）nan
1373,1047.0,nannannan
1374,1048.0,nannannan
1375,1049.0,nannannan
1376,1050.0,nannannan
1377,1051.0,微胶囊型木塑相变储能材料制备与界面结构表征《木塑相变储能材料及其在家具与内装中的应用前景》省市级
1378,1051.0,饱水木质文物脱水定型加固技术与机理研究无其他
1379,1052.0,香水月季染色体核型分析与孢粉学研究得到12份材料的倍性与花粉电镜图省市级
1380,1053.0,nannannan
1381,1054.0,国有林场改革后生态公益性林场该如何发展？无省市级
1382,1054.0,A4210知行合一实践团手册、视频、问卷省市级
1383,1054.0,在线评论对销量研究-基于层面的情感分析方法暂无省市级
1384,1055.0,nannannan
1385,1057.0,湖南省财政厅委托项目“精 准扶贫与农村发展研究”结合影响因素的内在关系，依次分析了影响因素变量及相互之间的因果循环回路，只有理顺和解决好各森林康养产业内部要素的关系，才能发现产业发展的内在动力， 提出森林康养产业发展的路径。省市级
1386,1057.0,共享经济视角下社区闲置资源共享平台的构建设定初步落实计划，找到了落实中存在的问题以及解决方案。为构建可持续发展的现代社区、解决社区闲置资源问题提供了新的思路。省市级
1387,1058.0,nannannan
1388,1059.0,nannannan
1389,1060.0,nannannan
1390,1061.0,树木年轮针刺分析仪1.	结题论文一篇2.	信号处理系统算法3.	结题报告一份省市级
1391,1062.0,nannannan
1392,1063.0,nannannan
1393,1064.0,nannannan
1394,1065.0,nannannan
1395,1066.0,《山西省社区支持农业发展模式研究》申报大学生创新创业训练计划项目，省级立项。省市级
1396,1066.0,《基于ASEB方法的第六产业供应链双元性研究》申报大学生创新创业训练计划项目，省级立项。省市级
1397,1066.0,《乡村振兴产业兴旺新业态：国际经验与山西实践》山西省第十六届“兴晋挑战杯”大学生课外学术科技作品竞赛特等奖省市级
1398,1067.0,nannannan
1399,1068.0,nannannan
1400,1069.0,nannannan
1401,1070.0,英国卡迪夫低碳建筑项目最佳创意奖其他
1402,1070.0,秋季学期社会实践校优秀社会实践成果二等奖其他
1403,1070.0,荧光导电物丝网印刷项目能够印制出荧光导电的丝网印刷作品其他
1404,1070.0,田地艺术中心海报设计制作出了三种不同规格的海报，获得好评其他
1405,1070.0,装置作品《无题》完成作品其他
1406,1072.0,利用思维导图提升大学生阅读思辨能力的研究未结项省市级
1407,1073.0,nannannan
1408,1074.0,nannannan
1409,1075.0,nannannan
1410,1076.0,木韧工作室2.0自主设计产品十余款，售卖获取一定利润。国家级
1411,1077.0,天津文化产业发展战略研究、当代大学生信用管理案例库流动资产对并购溢价的影响呈倒U型，固定资产对并购溢价的影响是负相关， 而无形资产则呈现正相关。省市级
1412,1078.0,nannannan
1413,1079.0,nannannan
1414,1080.0,nannannan
1415,1081.0,nannannan
1416,1082.0,nannannan
1417,1083.0,大学生创新创业训练计划项目首次将心流问卷引入到冲动购买领域；通过模型检验发现感觉寻求和自我控制在心流和冲动购买间的链式中介效应；基于“认知 心境 行为”的理论阐释了大学生冲动购买的心理机制。其他
1418,1084.0,nannannan
1419,1085.0,国家级大学生创新创业训练项目发表两篇论文国家级
1420,1085.0,发表论文《生态公益林保险产品定价研究——以北京市为例》其他
1421,1085.0,论文发表《山西省生态公益林保险运营模式适用性分析》其他
1422,1086.0,太阳能净水机创青春大赛辽宁省二等奖省市级
1423,1087.0,nannannan
1424,1088.0,nannannan
1425,1089.0,基于绿地生态系统服务的城市居民生态福祉提升路径研究1.得出绿地不同功能对居民需求的影响程度2.完成项目结题报告，总结报告、汇报PPT3.撰写学术论文一篇国家级
1426,1090.0,nannannan
1427,1091.0,高校游园绿地中文化和景观的融合设计研究在《山东林业科技》发表论文一篇省市级
1428,1091.0,苏州古典园林小中见大手法应用调查分析 结题论文一篇其他
1429,1092.0,nannannan
1430,1093.0,nannannan
1431,1094.0,nannannan
1432,1095.0,含柔性植被明渠水流紊动特性与输沙特性研究科技论文一篇国家级
1433,1096.0,nannannan
1434,1097.0,几种矮生型地被植物对砂质土壤理化性的影响暂无其他
1435,1098.0,nannannan
1436,1099.0,nannannan
1437,1100.0,《基于ARMA模型对北京市GDP的预测与分析》未发表其他
1438,1101.0,nannannan
1439,1102.0,nannannan
1440,1103.0,nannannan
1441,1104.0,《林业电子商务规划研究》科研项目初步问卷调查报告、初步访谈分析报告国家级
1442,1104.0,多源异构信息资源的科学前沿探测方法研究暂无省市级
1443,1105.0,自由回忆下中西方思维中的词汇学习对比——基于贝叶斯nannan
1444,1107.0,nannannan
1445,1108.0,消费者对绿色农产品认知度调查——以大学生为例   结题报告一篇其他
1446,1109.0,nannannan
1447,1110.0,nannannan
1448,1111.0,基于可见光视频和热成像图像的鸟类检测及身体状态分析软件著作权一个论文一篇将在《电子技术与软件工程》上发表国家级
1449,1112.0,轨道交通站点周边步行友好环境特征及影响因素研究项目参展北京国际设计周国家级
1450,1112.0,书途”童“归——北京市中小学生放学路径及行为调查全国社会学调查竞赛三等奖国家级
1451,1113.0,nannannan
1452,1114.0,影响家鸽定向和导航的潜在基因的筛选本项目按期完成了预期目标，以良好结题省市级
1453,1115.0,nannannan
1454,1116.0,nannannan
1455,1117.0,面向竞赛和教学的北林在线评测系统的改进与优化软件著作权省市级
1456,1117.0,兵棋推演人机博弈不完全信息决策研究，兵棋AI的开局算法研究，利用蒙特卡罗算法，UCT、UBT、极大极小搜索等展开博弈树，利用遗传算法、蚁群算法、模拟退火算法进行启发式算法研究。其他
1457,1118.0,nannannan
1458,1119.0,nannannan
1459,1120.0,城市历史文化保护区的空间使用研究 科研论文形式，目前仍未进行结题答辩。国家级
1460,1121.0,nannannan
1461,1122.0,nannannan
1462,1123.0,nannannan
1463,1124.0,nannannan
1464,1125.0,弹性思维与视角下城市森林及绿化建设分析、评价与展望预期发表SCI期刊英文论文一篇，目前论文撰写中。其他
1465,1125.0,基于盲人需求的植物景观因子分析预期发表高级别期刊论文，目前论文撰写中。其他
1466,1125.0,国家精准扶贫工作成效四川省第三方评估重大任务形成了报告并向上提交至国务院扶贫开发领导小组办公室。其他
1467,1125.0,地震灾后重建景观规划设计研究2019年7月以第一作者发表于SCD期刊《艺术科技》论文一篇，第32卷第09期其他
1468,1125.0,从新繁东湖看四川的园林艺术2019年7月以第一作者发表于SCD期刊《艺术科技》论文一篇，第32卷第07期。其他
1469,1125.0,成都清朝末期园林空间意象浅析2019年6月以第一作者发表于SCD期刊《大众文艺》论文一篇，第462期。其他
1470,1125.0,宋代成都园林研究—以东园和西园为例2019年6月以第一作者发表于SCD期刊《大众文艺》论文一篇，第461期。其他
1471,1125.0,弹性城市视角下的景观设计研究—以金华燕尾洲公园为例2019年6月以第一作者发表于SCD期刊《艺术科技》论文一篇，第32卷第06期。其他
1472,1125.0,基于无人机遥感的银杏树木株数及其树冠覆盖率估算2019年5月以第一作者发表于SCD期刊《艺术科技》论文一篇，第32卷第05期。其他
1473,1126.0,nannannan
1474,1128.0,日本千叶大学短期研修/其他
1475,1128.0,日常生活视角下传统村落公共空间评价 云南阿者科为例nannan
1476,1128.0,江西省林业科学院园林规划设计研究所实习/其他
1477,1128.0,“赣韵古寻”——石塘古镇开发调研根据实地调查，了解当地概况，对其旅游资源进行分析评价研究。过访问了解石塘古镇的管理模式，完成古镇管理机制的调查报告，并提出可行性建议，反馈给政府部门。对古镇民居保护与旅游利用的冲突现状进行调查，为解决古镇保护与开发冲突从城市规划与管理引导上提出设计方案。其他
1478,1129.0,nannannan
1479,1130.0,nannannan
1480,1132.0,nannannan
1481,1133.0,nannannan
1482,1134.0,nannannan
1483,1135.0,nannannan
1484,1136.0,两种常绿野生杜鹃组织培养研究国家发明专利： 一种山光杜鹃种子组培快繁方法学术论文：《四种野生杜鹃属植物无菌播种研究》省市级
1485,1137.0,大学生创新创业项目以第二作者身份撰写《葬甲虫与其它食腐动物在不同时间段对小型鸟类尸体竞争情况分析》，投稿于野生动物学报，目前处于返修阶段其他
1486,1137.0,机场鸟撞飞机分析及鸟种调研项目完成《机场驱鸟建议书》，现已被采纳，并被中国民用航空网报道。其他
1487,1137.0,全国青年科普创新实验暨作业大赛完成细菌画小王子的旅行国家级
1488,1137.0,钠离子通道投稿于基因组学与应用生物学 杂志，已录用 其他
1489,1137.0,驯鹿生物多样性研究投稿于黑龙江畜牧兽医 杂志，已录用 其他
1490,1138.0,基于鸟体形态指标法的大型涉禽湿地栖息水位函数库构建得到部分大型涉禽函数比例关系。国家级
1491,1139.0,nannannan
1492,1140.0,nannannan
1493,1141.0,nannannan
1494,1142.0,《蓝狐β-防御素1基因（vBD1）的真核表达及其抑菌活性（1）获得蓝狐雄性生殖器官β-防御素重组真核细胞（2）获得蓝狐雄性生殖器官β-防御素纯化蛋白（3）核心期刊发表研究论文1篇（4）结题报告1份国家级
1495,1144.0,nannannan
1496,1145.0,nannannan
1497,1147.0,室内生态绿墙适宜植物筛选研究2019.6于南方农业发表《室内环境下五种绿墙植物的生长表现及叶绿素含量分析》 2019.9于河北农业科学发表《适宜室内绿墙应用的观叶植物筛选》省市级
1498,1147.0,“迷你园林”设计与营建实战创新研究举办“迷你园林”比赛，获得评委和嘉宾们的一致好评其他
1499,1147.0,物候观测每年上报当年数据省市级
1500,1148.0,nannannan
1501,1149.0,几种新优彩叶树种的繁殖与应用研究得出了最适于选取的彩叶树种扦插繁殖的生长剂浓度和基质类型，以及播种繁殖前的最佳处理方法。设计出以彩叶树为主要观赏点的群落。对扦插繁殖实验进行了论文的发表省市级
1502,1150.0,nannannan
1503,1151.0,期刊论文作为第二作者在《电子技术与软件工程》杂志2019年8月下刊登论文《三维可视化系统应用研究》。国家级
1504,1151.0,发表期刊论文作为第四作者 参与撰写了《互联网时代的人力资源管理的发展研究》一文，刊登于《企业改革与管理》杂志2019年9-12月刊。国家级
1505,1152.0,三种景天的无性繁殖及小区域应用2018.08 论文《不同基质和扦插处理对 4 种景天扦插生根的影响》发表于《贵州农业科学》国家级
1506,1153.0,nannannan
1507,1154.0,《推进湖北科技与经济深度融合发展研究》提出了给湖北省经济与科技融合发展转型的建议和一些可供参考的例子。省市级
1508,1155.0,nannannan
1509,1156.0,nannannan
1510,1157.0,nannannan
1511,1158.0,新浪微博品牌虚拟社区顾客契合对价值共创影响机制研究1.《新浪微博品牌虚拟社区顾客契合对价值共创影响机制研究——基于顾客心理授权的中介作用》实证论文1篇。2.已完成项目结题报告一篇。3.新浪微博用户调研报告。其他
1512,1159.0,辽河流域生态系统现状及防止思路探析论文省市级
1513,1159.0,辽宁师范大学学生生活区小气候差异探析实验报告其他
1514,1160.0,城市历史景观眺望系统研究——以北京中轴线为例论文，参展北京国际设计周省市级
1515,1160.0,北京中轴线眺望实践团校级优秀团队，优秀成果奖其他
1516,1160.0,东四计划实践团设计方案一套其他
1517,1160.0,诸葛村意象实践团校级优秀团队/优秀成果其他
1518,1161.0,nannannan
1519,1162.0,nannannan
1520,1163.0,nannannan
1521,1164.0,论文成功发表论文国家级
1522,1164.0,论文2成功发表二作论文国家级
1523,1165.0,大学生校内活动对职业选择倾向的影响研究无其他
1524,1166.0,nannannan
1525,1167.0,nannannan
1526,1169.0,北京城区喜鹊与灰喜鹊冬季食物构成结题省市级
1527,1170.0,基于单片机的盲人友好体验乐器及其移动端应用获得北京第十届“挑战杯”大学生课外学术科技大赛三等奖省市级
1528,1170.0,小学生字典检索方式的研究与再设计（国家级）完成论文“基于宜人学的《新华字典》音序索引法痛点探究“并通过核心期刊审核国家级
1529,1170.0,虫生-儿童昆虫科普教育服务系统设计获北京市“互联网+”大学生创新创业大赛（北京市赛区）三等奖省市级
1530,1171.0,nannannan
1531,1172.0,nannannan
1532,1173.0,nannannan
1533,1174.0,《城市公共服务质量评价研究的主成分和聚类分析》国家级大学生创新创业计划 优秀结题国家级
1534,1174.0,《第一书记在乡村发展动力系统的作用研究》挑战杯省银奖省市级
1535,1174.0,《机器学习实现鸢尾花图像的识别与分类》nannan
1536,1174.0,《关系租金视角：校地共建双创园何以成功？》省级大学生创新创业计划 优秀立项省市级
1537,1175.0,核桃果实产量与品质对测土配方施肥的响应完成结题报告一份其他
1538,1175.0,四川审（认）定核桃良种植株生长与开花座果特性比较研科研兴趣小组结题报告一份其他
1539,1176.0,nannannan
1540,1177.0,nannannan
1541,1178.0,nannannan
1542,1179.0,nannannan
1543,1180.0,nannannan
1544,10000.0,创伤如何影响一个人的自控能力——损耗敏感做中介英文论文一篇其他
1545,10001.0,省部级大学生创新创业项目 河北坝上典型植被类型土壤一篇论文再投省市级
1546,10001.0,生物土壤结皮对沙生植物种子萌发出苗的影响项目优秀结题其他
1547,10002.0,nannannan
1548,,农村土地产权对农户基本社会保障和收入的影响顺利结题，完成论文《农村土地产权对农民基本社会保障和收入的影响——以北京市为例》一篇，计划投稿核心期刊《林业经济》国家级
1549,,土地承包经营权流转对农民林业经营效率的影响研究项目正在有条不紊地进行中省市级
1550,,林业碳汇交易对森林价值实现的影响项目正在有条不紊地进行中其他
1551,,重庆酸雨条件下抗酸雨树种的选择撰写一篇论文《重庆地区四种植物抗酸雨缓冲能力研究》省市级
1552,,《重庆地区四种植物抗酸雨缓冲能力研究》撰写一篇论文《重庆地区四种植物抗酸雨缓冲能力研究》省市级
1553,,植物的极端干旱应对机制无其他
1554,,微型多功能智能化混凝土景观产品设计（国创项目）实用新型专利：一种可净化空气智能景观花盆专利号：ZL 2018 2 0608832.5国家级
1555,,智慧校园-大学生学习生活APP校级三等奖实施起来难度大，没有继续进行其他
1556,,湖泊沉积物记录的青藏高原北部近1500年气候变化《湖泊沉积物记录的青藏高原北部近1500年气候变化》论文一篇，该项目也被评为国家级项目。国家级
1557,,云南北海湿地沉积物记录的过去2200年气候演化对区域人自然科学类学术论文一篇获得北京市“挑战杯”大学生课外学术科技作品竞赛三等奖、校内挑战杯一等奖。省市级
1558,,楠属常见四种珍贵木材的识别得出了楠属四种珍贵珍贵木材的宏观和微观的识别特征省市级
1559,,抖音评论的情感分析和影响机制研究构建模型并撰写论文：抖音评论的情感分析和影响机制研究——以西单大悦城新闻事件为例其他
1560,,青藏高原地区过去数十年水量水质变化撰写学术论文一篇。该项目入选北京高等学校高水平人才交叉培养“实培计划”大学生科研训练计划深化项目省市级
1561,,浙江省大学生证券投资竞赛进入决赛省市级
1562,,《中国木质林产品贸易的互补性与贸易潜力研究》发表于《林业经济》其他
1563,,《共享经济：资源共享， 还是“圈地运动”？》学生社会实践教学优秀论文其他
1564,,《长三角一体化发展的驱动因素研究—基于哈肯模型》正在发表中其他
1565,,“挑战杯”大学生创业计划竞赛-超级自习室项目校级三等奖其他
1566,,对外直接投资对母国碳生产率的影响项目预期成果（1）调研方案。主要是针对本次项目实施制定的全面方案，包括调研计划、调研问卷、调研操作手册、安全预案、调研数据整理、调研活动记录等。（2）完成 1 篇高质量论文。主要从碳生产率与ODI关系的角度进行总结与思考，结合调研数据进行实证分析并得出相关结论其他
1567,,集体林权制度改革监测完成第一作者论文一篇国家级
1568,,The Flipped Classroom Mode: An Innovative Practice暂无其他
1569,,针对抖音短视频用户数据的情感分析与社会关系网络构建完成模型构建和论文：抖音评论的情感分析和影响机制研究——以西单大悦城新闻事件为例其他
1570,,西藏自治区园林特色专业建设举行一次园林作品展省市级
1571,,干预焦虑抑郁情绪的虚拟现实场景的构建完成VR模型的构建和预实验。其他
1572,,国家级大学生创新创业训练计划项目中文核心期刊发表论文《  泰山风景名胜区森林生态系统服务功能价值评估》（第四位）国家级
1573,,测试题目1测试题目1国家级
1574,,高校第二成绩单的研发与设计1、在一年中完成对界面和数据库的设计并且运行调试，使学校学院管理更加系统化2、方便个人查询自己的第二成绩单以及随时了解自己的课外参加活动情况其他
1575,,《陕北黄土区微地形对造林成活率的影响》完成延安大学大学生创新创业训练项目其他
1576,,青藏高原北部湖泊沉积物记录的近2000年气候变化1省市级
1577,,一种英语教学用便于调节的教学板申请国家实用新型专利一项国家级
1578,,高校社团综合管理系统目前可以实现社联管理、社团管理、个人管理界面信息的增删改查。其他
1579,,“学创杯”2017全国大学生创业综合模拟大赛省赛一等奖省市级
1580,,红色旅游地发展乡村旅游推进乡村振兴的调查研究调研河北获得省二等奖省市级
1581,,1232csVBV国家级
1582,,无人驾驶车辆场景模拟仿真试验平台发表《基于STM32的智能寻迹避障小车》论文一篇申请《无人驾驶车辆场景模拟试验平台》软件著作权一项其他
1583,,基于盲人需求的植物景观因子分析预期发表高级别期刊论文，目前论文撰写中。其他
1584,,弹性思维与视角下城市森林及绿化建设分析、评价与展望预期发表SCI期刊英文论文一篇，目前论文撰写中。其他
1585,,基于无人机遥感的银杏树木株数及其树冠覆盖率估算2019年5月以第一作者发表于SCD期刊《艺术科技》论文一篇，第32卷第05期。国家级
1586,,地震灾后重建景观规划设计研究2019年7月以第一作者发表于SCD期刊《艺术科技》论文一篇，第32卷第09期。国家级
1587,,从新繁东湖看四川的园林艺术2019年7月以第一作者发表于SCD期刊《艺术科技》论文一篇，第32卷第07期。国家级
1588,,成都清朝末期园林空间意象浅析2019年6月以第一作者发表于SCD期刊《大众文艺》论文一篇，第462期。国家级
1589,,宋代成都园林研究—以东园和西园为例2019年6月以第一作者发表于SCD期刊《大众文艺》论文一篇，第461期。国家级
1590,,弹性城市视角下的景观设计研究—以金华燕尾洲公园为例2019年6月以第一作者发表于SCD期刊《艺术科技》论文一篇，第32卷第06期。国家级
1591,,国家精准扶贫工作成效四川省第三方评估重大任务形成了报告并向上提交至国务院扶贫开发领导小组办公室。其他
1592,,sasasad国家级
